id,num_sold
230303,865.0
230304,303.0
230305,1873.0
230306,1407.0
230307,849.0
230308,1058.0
230309,226.0
230310,657.0
230311,505.0
230312,289.0
230313,351.0
230314,225.0
230315,1235.0
230316,975.0
230317,553.0
230318,671.0
230319,229.0
230320,1441.0
230321,1120.0
230322,652.0
230323,789.0
230324,100.0
230325,633.0
230326,483.0
230327,285.0
230328,337.0
230329,204.0
230330,1269.0
230331,969.0
230332,571.0
230333,680.0
230334,228.0
230335,1452.0
230336,1113.0
230337,663.0
230338,815.0
230339,69.0
230340,436.0
230341,345.0
230342,199.0
230343,238.0
230344,146.0
230345,916.0
230346,712.0
230347,395.0
230348,464.0
230349,173.0
230350,1041.0
230351,817.0
230352,457.0
230353,572.0
230354,7.0
230355,21.0
230356,15.0
230357,9.0
230358,11.0
230359,6.0
230360,43.0
230361,31.0
230362,18.0
230363,23.0
230364,8.0
230365,48.0
230366,37.0
230367,21.0
230368,25.0
230369,166.0
230370,1063.0
230371,879.0
230372,481.0
230373,581.0
230374,348.0
230375,2033.0
230376,1687.0
230377,1013.0
230378,1166.0
230379,392.0
230380,2423.0
230381,1900.0
230382,1098.0
230383,1341.0
230384,129.0
230385,815.0
230386,646.0
230387,371.0
230388,456.0
230389,265.0
230390,1621.0
230391,1235.0
230392,747.0
230393,864.0
230394,301.0
230395,1861.0
230396,1403.0
230397,844.0
230398,1052.0
230399,226.0
230400,654.0
230401,500.0
230402,286.0
230403,348.0
230404,224.0
230405,1230.0
230406,971.0
230407,549.0
230408,670.0
230409,228.0
230410,1436.0
230411,1114.0
230412,647.0
230413,789.0
230414,100.0
230415,631.0
230416,479.0
230417,283.0
230418,336.0
230419,203.0
230420,1262.0
230421,962.0
230422,564.0
230423,676.0
230424,227.0
230425,1447.0
230426,1106.0
230427,659.0
230428,814.0
230429,69.0
230430,435.0
230431,342.0
230432,197.0
230433,237.0
230434,145.0
230435,912.0
230436,706.0
230437,390.0
230438,460.0
230439,172.0
230440,1040.0
230441,813.0
230442,454.0
230443,569.0
230444,7.0
230445,21.0
230446,15.0
230447,9.0
230448,11.0
230449,6.0
230450,43.0
230451,30.0
230452,18.0
230453,23.0
230454,7.0
230455,48.0
230456,37.0
230457,21.0
230458,25.0
230459,165.0
230460,1057.0
230461,871.0
230462,475.0
230463,575.0
230464,344.0
230465,2021.0
230466,1674.0
230467,1002.0
230468,1165.0
230469,389.0
230470,2401.0
230471,1891.0
230472,1083.0
230473,1328.0
230474,129.0
230475,810.0
230476,641.0
230477,367.0
230478,454.0
230479,263.0
230480,1609.0
230481,1229.0
230482,742.0
230483,863.0
230484,299.0
230485,1845.0
230486,1398.0
230487,838.0
230488,1047.0
230489,226.0
230490,650.0
230491,494.0
230492,284.0
230493,345.0
230494,224.0
230495,1224.0
230496,967.0
230497,544.0
230498,669.0
230499,227.0
230500,1431.0
230501,1106.0
230502,642.0
230503,789.0
230504,99.0
230505,629.0
230506,475.0
230507,281.0
230508,335.0
230509,202.0
230510,1257.0
230511,956.0
230512,557.0
230513,673.0
230514,226.0
230515,1442.0
230516,1099.0
230517,655.0
230518,814.0
230519,69.0
230520,434.0
230521,340.0
230522,196.0
230523,236.0
230524,144.0
230525,908.0
230526,700.0
230527,383.0
230528,456.0
230529,171.0
230530,1038.0
230531,809.0
230532,451.0
230533,565.0
230534,7.0
230535,20.0
230536,15.0
230537,9.0
230538,11.0
230539,6.0
230540,42.0
230541,30.0
230542,18.0
230543,23.0
230544,7.0
230545,48.0
230546,36.0
230547,21.0
230548,25.0
230549,164.0
230550,1049.0
230551,863.0
230552,467.0
230553,569.0
230554,339.0
230555,2012.0
230556,1659.0
230557,987.0
230558,1165.0
230559,386.0
230560,2376.0
230561,1880.0
230562,1067.0
230563,1320.0
230564,128.0
230565,804.0
230566,637.0
230567,363.0
230568,451.0
230569,261.0
230570,1596.0
230571,1222.0
230572,734.0
230573,862.0
230574,296.0
230575,1829.0
230576,1392.0
230577,830.0
230578,1043.0
230579,225.0
230580,645.0
230581,486.0
230582,281.0
230583,342.0
230584,224.0
230585,1218.0
230586,963.0
230587,539.0
230588,667.0
230589,226.0
230590,1425.0
230591,1096.0
230592,637.0
230593,788.0
230594,99.0
230595,627.0
230596,471.0
230597,278.0
230598,334.0
230599,200.0
230600,1251.0
230601,949.0
230602,552.0
230603,671.0
230604,225.0
230605,1436.0
230606,1091.0
230607,650.0
230608,813.0
230609,69.0
230610,433.0
230611,337.0
230612,194.0
230613,235.0
230614,142.0
230615,904.0
230616,693.0
230617,378.0
230618,453.0
230619,169.0
230620,1036.0
230621,804.0
230622,448.0
230623,562.0
230624,7.0
230625,20.0
230626,15.0
230627,8.0
230628,11.0
230629,6.0
230630,42.0
230631,30.0
230632,17.0
230633,22.0
230634,7.0
230635,47.0
230636,35.0
230637,20.0
230638,25.0
230639,162.0
230640,1041.0
230641,855.0
230642,459.0
230643,562.0
230644,334.0
230645,2004.0
230646,1644.0
230647,970.0
230648,1165.0
230649,382.0
230650,2350.0
230651,1868.0
230652,1057.0
230653,1316.0
230654,127.0
230655,797.0
230656,634.0
230657,357.0
230658,447.0
230659,259.0
230660,1583.0
230661,1211.0
230662,724.0
230663,861.0
230664,293.0
230665,1816.0
230666,1384.0
230667,825.0
230668,1040.0
230669,225.0
230670,643.0
230671,535.0
230672,303.0
230673,381.0
230674,224.0
230675,1260.0
230676,1093.0
230677,619.0
230678,753.0
230679,255.0
230680,1615.0
230681,1241.0
230682,719.0
230683,903.0
230684,112.0
230685,704.0
230686,545.0
230687,319.0
230688,378.0
230689,227.0
230690,1388.0
230691,1071.0
230692,626.0
230693,754.0
230694,255.0
230695,1628.0
230696,1248.0
230697,741.0
230698,930.0
230699,78.0
230700,493.0
230701,382.0
230702,219.0
230703,267.0
230704,160.0
230705,1018.0
230706,788.0
230707,425.0
230708,509.0
230709,188.0
230710,1178.0
230711,925.0
230712,508.0
230713,639.0
230714,7.0
230715,23.0
230716,17.0
230717,9.0
230718,12.0
230719,7.0
230720,46.0
230721,34.0
230722,19.0
230723,25.0
230724,8.0
230725,53.0
230726,41.0
230727,23.0
230728,29.0
230729,185.0
230730,1195.0
230731,973.0
230732,511.0
230733,645.0
230734,372.0
230735,2288.0
230736,1874.0
230737,1076.0
230738,1349.0
230739,422.0
230740,2714.0
230741,2152.0
230742,1222.0
230743,1541.0
230744,144.0
230745,906.0
230746,731.0
230747,401.0
230748,514.0
230749,290.0
230750,1825.0
230751,1382.0
230752,821.0
230753,990.0
230754,329.0
230755,2082.0
230756,1620.0
230757,950.0
230758,1208.0
230759,243.0
230760,689.0
230761,564.0
230762,319.0
230763,400.0
230764,231.0
230765,1313.0
230766,1084.0
230767,614.0
230768,751.0
230769,253.0
230770,1609.0
230771,1233.0
230772,714.0
230773,902.0
230774,111.0
230775,700.0
230776,540.0
230777,316.0
230778,377.0
230779,226.0
230780,1380.0
230781,1063.0
230782,621.0
230783,752.0
230784,254.0
230785,1619.0
230786,1235.0
230787,734.0
230788,928.0
230789,77.0
230790,491.0
230791,379.0
230792,218.0
230793,266.0
230794,159.0
230795,1013.0
230796,780.0
230797,420.0
230798,506.0
230799,187.0
230800,1175.0
230801,920.0
230802,504.0
230803,636.0
230804,7.0
230805,22.0
230806,16.0
230807,9.0
230808,12.0
230809,7.0
230810,46.0
230811,34.0
230812,19.0
230813,25.0
230814,8.0
230815,53.0
230816,40.0
230817,23.0
230818,29.0
230819,184.0
230820,1189.0
230821,971.0
230822,506.0
230823,642.0
230824,369.0
230825,2275.0
230826,1863.0
230827,1063.0
230828,1347.0
230829,419.0
230830,2702.0
230831,2149.0
230832,1218.0
230833,1538.0
230834,143.0
230835,904.0
230836,729.0
230837,399.0
230838,511.0
230839,288.0
230840,1816.0
230841,1376.0
230842,815.0
230843,990.0
230844,328.0
230845,2076.0
230846,1617.0
230847,948.0
230848,1206.0
230849,243.0
230850,683.0
230851,483.0
230852,271.0
230853,346.0
230854,235.0
230855,1179.0
230856,946.0
230857,525.0
230858,664.0
230859,221.0
230860,1412.0
230861,1059.0
230862,619.0
230863,788.0
230864,97.0
230865,618.0
230866,461.0
230867,270.0
230868,330.0
230869,195.0
230870,1233.0
230871,926.0
230872,534.0
230873,664.0
230874,221.0
230875,1416.0
230876,1056.0
230877,631.0
230878,810.0
230879,67.0
230880,427.0
230881,330.0
230882,188.0
230883,232.0
230884,139.0
230885,892.0
230886,671.0
230887,363.0
230888,446.0
230889,165.0
230890,1027.0
230891,787.0
230892,437.0
230893,553.0
230894,6.0
230895,19.0
230896,14.0
230897,8.0
230898,10.0
230899,5.0
230900,40.0
230901,29.0
230902,16.0
230903,22.0
230904,7.0
230905,46.0
230906,34.0
230907,20.0
230908,24.0
230909,158.0
230910,1023.0
230911,843.0
230912,440.0
230913,548.0
230914,322.0
230915,1975.0
230916,1611.0
230917,925.0
230918,1165.0
230919,370.0
230920,2299.0
230921,1847.0
230922,1047.0
230923,1310.0
230924,125.0
230925,786.0
230926,629.0
230927,343.0
230928,440.0
230929,253.0
230930,1554.0
230931,1184.0
230932,696.0
230933,863.0
230934,285.0
230935,1787.0
230936,1356.0
230937,818.0
230938,1037.0
230939,224.0
230940,635.0
230941,480.0
230942,266.0
230943,337.0
230944,224.0
230945,1200.0
230946,940.0
230947,520.0
230948,663.0
230949,220.0
230950,1410.0
230951,1054.0
230952,617.0
230953,788.0
230954,96.0
230955,615.0
230956,457.0
230957,267.0
230958,328.0
230959,194.0
230960,1226.0
230961,919.0
230962,528.0
230963,662.0
230964,219.0
230965,1408.0
230966,1046.0
230967,624.0
230968,808.0
230969,67.0
230970,424.0
230971,329.0
230972,187.0
230973,231.0
230974,137.0
230975,888.0
230976,664.0
230977,358.0
230978,444.0
230979,163.0
230980,1022.0
230981,781.0
230982,433.0
230983,551.0
230984,6.0
230985,19.0
230986,14.0
230987,8.0
230988,10.0
230989,5.0
230990,40.0
230991,29.0
230992,16.0
230993,21.0
230994,7.0
230995,46.0
230996,34.0
230997,19.0
230998,24.0
230999,158.0
231000,1019.0
231001,842.0
231002,437.0
231003,545.0
231004,319.0
231005,1969.0
231006,1600.0
231007,917.0
231008,1164.0
231009,367.0
231010,2290.0
231011,1843.0
231012,1045.0
231013,1310.0
231014,125.0
231015,785.0
231016,628.0
231017,342.0
231018,439.0
231019,252.0
231020,1551.0
231021,1180.0
231022,690.0
231023,865.0
231024,284.0
231025,1781.0
231026,1352.0
231027,817.0
231028,1037.0
231029,224.0
231030,635.0
231031,482.0
231032,265.0
231033,337.0
231034,224.0
231035,1197.0
231036,935.0
231037,516.0
231038,662.0
231039,219.0
231040,1408.0
231041,1052.0
231042,615.0
231043,788.0
231044,95.0
231045,612.0
231046,454.0
231047,264.0
231048,327.0
231049,192.0
231050,1220.0
231051,912.0
231052,522.0
231053,659.0
231054,217.0
231055,1402.0
231056,1039.0
231057,618.0
231058,806.0
231059,66.0
231060,421.0
231061,328.0
231062,185.0
231063,230.0
231064,136.0
231065,884.0
231066,659.0
231067,353.0
231068,442.0
231069,162.0
231070,1017.0
231071,777.0
231072,430.0
231073,550.0
231074,6.0
231075,19.0
231076,14.0
231077,8.0
231078,10.0
231079,5.0
231080,40.0
231081,29.0
231082,16.0
231083,21.0
231084,7.0
231085,45.0
231086,34.0
231087,19.0
231088,24.0
231089,157.0
231090,1017.0
231091,841.0
231092,435.0
231093,542.0
231094,316.0
231095,1964.0
231096,1591.0
231097,912.0
231098,1164.0
231099,365.0
231100,2282.0
231101,1839.0
231102,1043.0
231103,1309.0
231104,124.0
231105,784.0
231106,628.0
231107,341.0
231108,438.0
231109,251.0
231110,1548.0
231111,1177.0
231112,684.0
231113,866.0
231114,282.0
231115,1776.0
231116,1350.0
231117,816.0
231118,1036.0
231119,224.0
231120,635.0
231121,483.0
231122,264.0
231123,337.0
231124,223.0
231125,1195.0
231126,932.0
231127,513.0
231128,661.0
231129,219.0
231130,1407.0
231131,1049.0
231132,613.0
231133,787.0
231134,94.0
231135,609.0
231136,452.0
231137,262.0
231138,326.0
231139,191.0
231140,1214.0
231141,906.0
231142,517.0
231143,656.0
231144,216.0
231145,1397.0
231146,1033.0
231147,613.0
231148,804.0
231149,65.0
231150,419.0
231151,327.0
231152,183.0
231153,229.0
231154,135.0
231155,880.0
231156,656.0
231157,349.0
231158,440.0
231159,160.0
231160,1013.0
231161,773.0
231162,428.0
231163,549.0
231164,6.0
231165,19.0
231166,14.0
231167,8.0
231168,10.0
231169,5.0
231170,40.0
231171,29.0
231172,16.0
231173,21.0
231174,7.0
231175,45.0
231176,34.0
231177,19.0
231178,24.0
231179,156.0
231180,1015.0
231181,840.0
231182,433.0
231183,541.0
231184,314.0
231185,1961.0
231186,1585.0
231187,909.0
231188,1163.0
231189,364.0
231190,2274.0
231191,1836.0
231192,1041.0
231193,1309.0
231194,124.0
231195,783.0
231196,628.0
231197,340.0
231198,437.0
231199,250.0
231200,1546.0
231201,1175.0
231202,681.0
231203,866.0
231204,281.0
231205,1773.0
231206,1347.0
231207,815.0
231208,1036.0
231209,224.0
231210,634.0
231211,484.0
231212,264.0
231213,337.0
231214,223.0
231215,1194.0
231216,930.0
231217,510.0
231218,661.0
231219,218.0
231220,1405.0
231221,1047.0
231222,611.0
231223,787.0
231224,94.0
231225,606.0
231226,449.0
231227,260.0
231228,324.0
231229,189.0
231230,1210.0
231231,901.0
231232,513.0
231233,654.0
231234,214.0
231235,1393.0
231236,1029.0
231237,609.0
231238,803.0
231239,65.0
231240,417.0
231241,326.0
231242,181.0
231243,228.0
231244,134.0
231245,877.0
231246,654.0
231247,346.0
231248,439.0
231249,159.0
231250,1009.0
231251,771.0
231252,426.0
231253,549.0
231254,6.0
231255,19.0
231256,14.0
231257,8.0
231258,10.0
231259,5.0
231260,39.0
231261,29.0
231262,16.0
231263,21.0
231264,7.0
231265,45.0
231266,34.0
231267,19.0
231268,24.0
231269,156.0
231270,1013.0
231271,840.0
231272,432.0
231273,540.0
231274,313.0
231275,1958.0
231276,1579.0
231277,907.0
231278,1163.0
231279,363.0
231280,2268.0
231281,1834.0
231282,1040.0
231283,1309.0
231284,124.0
231285,782.0
231286,627.0
231287,340.0
231288,437.0
231289,249.0
231290,1544.0
231291,1173.0
231292,678.0
231293,867.0
231294,280.0
231295,1769.0
231296,1345.0
231297,814.0
231298,1036.0
231299,224.0
231300,635.0
231301,535.0
231302,290.0
231303,374.0
231304,221.0
231305,1232.0
231306,1062.0
231307,590.0
231308,746.0
231309,249.0
231310,1581.0
231311,1218.0
231312,702.0
231313,902.0
231314,108.0
231315,680.0
231316,522.0
231317,301.0
231318,370.0
231319,218.0
231320,1340.0
231321,1027.0
231322,587.0
231323,738.0
231324,247.0
231325,1582.0
231326,1204.0
231327,703.0
231328,917.0
231329,75.0
231330,478.0
231331,374.0
231332,206.0
231333,261.0
231334,155.0
231335,990.0
231336,758.0
231337,399.0
231338,496.0
231339,180.0
231340,1155.0
231341,905.0
231342,485.0
231343,627.0
231344,6.0
231345,22.0
231346,16.0
231347,9.0
231348,12.0
231349,6.0
231350,45.0
231351,35.0
231352,18.0
231353,24.0
231354,7.0
231355,52.0
231356,40.0
231357,23.0
231358,29.0
231359,181.0
231360,1172.0
231361,965.0
231362,495.0
231363,632.0
231364,357.0
231365,2230.0
231366,1830.0
231367,1043.0
231368,1339.0
231369,409.0
231370,2645.0
231371,2140.0
231372,1202.0
231373,1526.0
231374,142.0
231375,894.0
231376,724.0
231377,394.0
231378,504.0
231379,281.0
231380,1783.0
231381,1364.0
231382,794.0
231383,991.0
231384,322.0
231385,2052.0
231386,1600.0
231387,940.0
231388,1202.0
231389,241.0
231390,682.0
231391,565.0
231392,315.0
231393,392.0
231394,230.0
231395,1250.0
231396,1060.0
231397,588.0
231398,746.0
231399,248.0
231400,1578.0
231401,1216.0
231402,701.0
231403,902.0
231404,107.0
231405,678.0
231406,521.0
231407,299.0
231408,369.0
231409,217.0
231410,1336.0
231411,1025.0
231412,584.0
231413,737.0
231414,247.0
231415,1578.0
231416,1201.0
231417,701.0
231418,916.0
231419,74.0
231420,477.0
231421,374.0
231422,205.0
231423,261.0
231424,154.0
231425,988.0
231426,758.0
231427,397.0
231428,495.0
231429,179.0
231430,1153.0
231431,904.0
231432,483.0
231433,627.0
231434,6.0
231435,22.0
231436,16.0
231437,9.0
231438,12.0
231439,6.0
231440,45.0
231441,35.0
231442,18.0
231443,24.0
231444,7.0
231445,52.0
231446,41.0
231447,22.0
231448,28.0
231449,181.0
231450,1170.0
231451,965.0
231452,494.0
231453,632.0
231454,356.0
231455,2224.0
231456,1826.0
231457,1041.0
231458,1338.0
231459,409.0
231460,2637.0
231461,2138.0
231462,1200.0
231463,1525.0
231464,141.0
231465,893.0
231466,723.0
231467,393.0
231468,504.0
231469,280.0
231470,1779.0
231471,1363.0
231472,792.0
231473,992.0
231474,322.0
231475,2049.0
231476,1598.0
231477,939.0
231478,1202.0
231479,241.0
231480,678.0
231481,488.0
231482,268.0
231483,342.0
231484,237.0
231485,1170.0
231486,924.0
231487,504.0
231488,661.0
231489,217.0
231490,1399.0
231491,1042.0
231492,607.0
231493,788.0
231494,92.0
231495,601.0
231496,444.0
231497,255.0
231498,322.0
231499,186.0
231500,1201.0
231501,893.0
231502,503.0
231503,649.0
231504,212.0
231505,1384.0
231506,1019.0
231507,601.0
231508,801.0
231509,64.0
231510,414.0
231511,326.0
231512,177.0
231513,227.0
231514,132.0
231515,871.0
231516,652.0
231517,340.0
231518,437.0
231519,156.0
231520,1000.0
231521,767.0
231522,422.0
231523,550.0
231524,6.0
231525,19.0
231526,14.0
231527,7.0
231528,10.0
231529,5.0
231530,39.0
231531,30.0
231532,16.0
231533,21.0
231534,6.0
231535,45.0
231536,34.0
231537,19.0
231538,24.0
231539,155.0
231540,1009.0
231541,839.0
231542,429.0
231543,538.0
231544,309.0
231545,1950.0
231546,1567.0
231547,902.0
231548,1162.0
231549,360.0
231550,2254.0
231551,1827.0
231552,1036.0
231553,1309.0
231554,123.0
231555,780.0
231556,627.0
231557,338.0
231558,435.0
231559,247.0
231560,1539.0
231561,1170.0
231562,673.0
231563,868.0
231564,278.0
231565,1762.0
231566,1338.0
231567,813.0
231568,1035.0
231569,223.0
231570,634.0
231571,487.0
231572,262.0
231573,337.0
231574,223.0
231575,1192.0
231576,922.0
231577,502.0
231578,662.0
231579,216.0
231580,1397.0
231581,1041.0
231582,605.0
231583,788.0
231584,92.0
231585,600.0
231586,443.0
231587,254.0
231588,322.0
231589,186.0
231590,1199.0
231591,892.0
231592,500.0
231593,649.0
231594,211.0
231595,1382.0
231596,1017.0
231597,599.0
231598,801.0
231599,64.0
231600,413.0
231601,326.0
231602,177.0
231603,227.0
231604,132.0
231605,870.0
231606,651.0
231607,339.0
231608,437.0
231609,156.0
231610,998.0
231611,767.0
231612,421.0
231613,550.0
231614,6.0
231615,19.0
231616,14.0
231617,7.0
231618,10.0
231619,5.0
231620,39.0
231621,30.0
231622,15.0
231623,21.0
231624,6.0
231625,45.0
231626,34.0
231627,19.0
231628,24.0
231629,155.0
231630,1008.0
231631,839.0
231632,428.0
231633,538.0
231634,308.0
231635,1948.0
231636,1565.0
231637,900.0
231638,1162.0
231639,359.0
231640,2251.0
231641,1825.0
231642,1034.0
231643,1309.0
231644,123.0
231645,780.0
231646,626.0
231647,337.0
231648,435.0
231649,247.0
231650,1538.0
231651,1169.0
231652,672.0
231653,868.0
231654,278.0
231655,1760.0
231656,1336.0
231657,812.0
231658,1035.0
231659,223.0
231660,633.0
231661,487.0
231662,261.0
231663,337.0
231664,223.0
231665,1192.0
231666,921.0
231667,501.0
231668,663.0
231669,216.0
231670,1394.0
231671,1040.0
231672,602.0
231673,789.0
231674,92.0
231675,600.0
231676,442.0
231677,253.0
231678,321.0
231679,185.0
231680,1198.0
231681,890.0
231682,498.0
231683,648.0
231684,210.0
231685,1380.0
231686,1015.0
231687,596.0
231688,802.0
231689,64.0
231690,412.0
231691,326.0
231692,176.0
231693,227.0
231694,131.0
231695,869.0
231696,651.0
231697,338.0
231698,437.0
231699,155.0
231700,997.0
231701,767.0
231702,419.0
231703,550.0
231704,6.0
231705,19.0
231706,14.0
231707,7.0
231708,10.0
231709,5.0
231710,39.0
231711,30.0
231712,15.0
231713,21.0
231714,6.0
231715,45.0
231716,34.0
231717,19.0
231718,24.0
231719,155.0
231720,1007.0
231721,838.0
231722,427.0
231723,538.0
231724,308.0
231725,1947.0
231726,1564.0
231727,899.0
231728,1162.0
231729,359.0
231730,2248.0
231731,1823.0
231732,1033.0
231733,1310.0
231734,123.0
231735,780.0
231736,626.0
231737,336.0
231738,435.0
231739,247.0
231740,1537.0
231741,1168.0
231742,670.0
231743,869.0
231744,277.0
231745,1759.0
231746,1334.0
231747,811.0
231748,1036.0
231749,223.0
231750,633.0
231751,487.0
231752,261.0
231753,337.0
231754,223.0
231755,1192.0
231756,919.0
231757,499.0
231758,664.0
231759,215.0
231760,1391.0
231761,1039.0
231762,600.0
231763,790.0
231764,92.0
231765,600.0
231766,441.0
231767,252.0
231768,321.0
231769,185.0
231770,1197.0
231771,890.0
231772,496.0
231773,648.0
231774,210.0
231775,1379.0
231776,1014.0
231777,594.0
231778,802.0
231779,63.0
231780,412.0
231781,326.0
231782,175.0
231783,227.0
231784,131.0
231785,869.0
231786,651.0
231787,337.0
231788,437.0
231789,155.0
231790,996.0
231791,768.0
231792,417.0
231793,551.0
231794,6.0
231795,19.0
231796,14.0
231797,7.0
231798,10.0
231799,5.0
231800,39.0
231801,30.0
231802,15.0
231803,21.0
231804,6.0
231805,45.0
231806,34.0
231807,19.0
231808,24.0
231809,154.0
231810,1007.0
231811,838.0
231812,425.0
231813,538.0
231814,307.0
231815,1945.0
231816,1563.0
231817,897.0
231818,1162.0
231819,358.0
231820,2246.0
231821,1821.0
231822,1032.0
231823,1311.0
231824,123.0
231825,780.0
231826,626.0
231827,336.0
231828,436.0
231829,246.0
231830,1536.0
231831,1168.0
231832,669.0
231833,870.0
231834,277.0
231835,1759.0
231836,1334.0
231837,811.0
231838,1036.0
231839,223.0
231840,633.0
231841,487.0
231842,260.0
231843,337.0
231844,223.0
231845,1191.0
231846,918.0
231847,497.0
231848,665.0
231849,215.0
231850,1389.0
231851,1038.0
231852,598.0
231853,790.0
231854,91.0
231855,600.0
231856,441.0
231857,251.0
231858,321.0
231859,184.0
231860,1197.0
231861,889.0
231862,494.0
231863,649.0
231864,209.0
231865,1377.0
231866,1014.0
231867,591.0
231868,803.0
231869,63.0
231870,411.0
231871,326.0
231872,174.0
231873,227.0
231874,131.0
231875,869.0
231876,651.0
231877,337.0
231878,437.0
231879,154.0
231880,996.0
231881,769.0
231882,416.0
231883,551.0
231884,6.0
231885,19.0
231886,14.0
231887,7.0
231888,10.0
231889,5.0
231890,39.0
231891,30.0
231892,15.0
231893,21.0
231894,6.0
231895,45.0
231896,35.0
231897,19.0
231898,24.0
231899,154.0
231900,1006.0
231901,837.0
231902,424.0
231903,538.0
231904,307.0
231905,1943.0
231906,1563.0
231907,896.0
231908,1163.0
231909,358.0
231910,2243.0
231911,1818.0
231912,1031.0
231913,1312.0
231914,123.0
231915,780.0
231916,625.0
231917,335.0
231918,436.0
231919,246.0
231920,1536.0
231921,1169.0
231922,667.0
231923,870.0
231924,277.0
231925,1758.0
231926,1334.0
231927,810.0
231928,1037.0
231929,223.0
231930,633.0
231931,534.0
231932,286.0
231933,373.0
231934,220.0
231935,1223.0
231936,1052.0
231937,575.0
231938,753.0
231939,245.0
231940,1562.0
231941,1213.0
231942,689.0
231943,911.0
231944,105.0
231945,672.0
231946,515.0
231947,290.0
231948,369.0
231949,213.0
231950,1327.0
231951,1015.0
231952,569.0
231953,737.0
231954,243.0
231955,1558.0
231956,1191.0
231957,686.0
231958,921.0
231959,73.0
231960,473.0
231961,374.0
231962,200.0
231963,260.0
231964,151.0
231965,980.0
231966,756.0
231967,390.0
231968,496.0
231969,176.0
231970,1144.0
231971,904.0
231972,473.0
231973,629.0
231974,6.0
231975,22.0
231976,16.0
231977,9.0
231978,12.0
231979,6.0
231980,45.0
231981,35.0
231982,18.0
231983,24.0
231984,7.0
231985,52.0
231986,41.0
231987,22.0
231988,29.0
231989,180.0
231990,1162.0
231991,960.0
231992,486.0
231993,630.0
231994,351.0
231995,2195.0
231996,1817.0
231997,1031.0
231998,1336.0
231999,405.0
232000,2610.0
232001,2123.0
232002,1191.0
232003,1528.0
232004,141.0
232005,891.0
232006,721.0
232007,390.0
232008,504.0
232009,280.0
232010,1760.0
232011,1364.0
232012,780.0
232013,994.0
232014,320.0
232015,2042.0
232016,1598.0
232017,935.0
232018,1204.0
232019,240.0
232020,680.0
232021,566.0
232022,311.0
232023,393.0
232024,230.0
232025,1229.0
232026,1052.0
232027,573.0
232028,755.0
232029,245.0
232030,1560.0
232031,1212.0
232032,688.0
232033,913.0
232034,105.0
232035,671.0
232036,515.0
232037,289.0
232038,369.0
232039,213.0
232040,1327.0
232041,1015.0
232042,567.0
232043,739.0
232044,242.0
232045,1557.0
232046,1191.0
232047,684.0
232048,922.0
232049,73.0
232050,472.0
232051,374.0
232052,199.0
232053,260.0
232054,151.0
232055,980.0
232056,756.0
232057,389.0
232058,496.0
232059,175.0
232060,1143.0
232061,905.0
232062,472.0
